id,language
113479,French
18493,English
16791,English
7483,English
20442,English
15590,English
1967,English
752,English
9655,English
9388,English
9950,English
388,English
868,Afrikaans
14191,English
25874,English
18009,English
19286,English
19287,English
18011,English
114875,English
49781,Italian
9648,English
1379,Finnish
62719,Finnish
29481,English
9792,English
10067,English
55676,English
11573,English
46828,English
35555,English
582,German
52885,Hungarian
143223,English
42120,Chinese
88811,Chinese
669,English
49361,Italian
98864,English
37939,Japanese
32052,English
34732,English
12763,English
56935,French
13222,English
42112,French
48764,French
1561,French
31289,Italian
186,English
8410,English
51311,English
21843,English
219,Spanish
65873,English
13751,English
52345,Portuguese
53961,Portuguese
10292,English
15639,English
10069,English
43887,English
3093,English
9270,English
11291,Swedish
28349,English
10177,English
12591,English
18045,English
16070,English
11348,English
13960,English
41263,English
9035,English
9957,English
30139,English
9389,French
460,German
28752,English
19059,English
8998,English
44947,English
13468,English
20521,English
25428,English
53296,Finnish
79363,English
34193,English
4441,English
84954,German
11490,French
11304,English
55368,French
18276,English
26514,English
4257,English
2652,English
19592,English
1629,French
17111,Thai
9526,English
19126,English
80556,Hindi
39045,English
27201,English
5820,English
19661,English
41338,Korean
9904,English
50724,Spanish
588,English
17247,Spanish
9310,English
48369,French
18858,English
35545,English
1557,German
16367,English
17131,English
8982,Thai
956,English
36253,Chinese
31506,German
42512,German
1416,Korean
9530,English
9829,English
10115,English
560,English
5717,English
41292,Chinese
14384,English
28432,English
19719,English
10008,English
7870,English
34019,Japanese
7518,English
9786,English
503,English
591,English
36668,English
9767,English
13689,English
18164,English
15013,English
21014,English
920,English
18484,English
9700,English
14167,English
12261,English
59892,Czech
15264,English
20330,English
44126,English
55418,Finnish
101908,Chinese
12766,English
15402,English
26116,English
32446,English
80919,English
15366,English
53905,English
38344,English
806,English
20021,English
9353,English
2044,English
9339,English
20945,English
122271,English
50254,Norwegian
28249,English
350,English
58,English
1819,English
2295,English
9697,English
4474,English
43240,English
30022,English
28673,English
20556,English
4962,French
10007,English
1887,English
1841,English
71762,Russian
13508,English
1611,German
48693,French
1781,English
43155,English
16270,English
8997,English
42003,English
63100,English
18404,English
51571,English
16074,Tibetan
10947,English
71769,English
34787,English
29138,English
17628,English
8443,Portuguese
18553,English
26567,English
34186,French
17021,English
53231,English
22747,English
27320,English
17741,English
25563,English
146322,English
43147,English
7549,Chinese
151590,English
41796,English
9615,English
9513,English
20604,English
410,German
31692,English
25509,English
31998,English
9917,English
10770,Italian
4375,English
8008,English
60269,English
51303,English
1452,English
43654,English
7872,English
57406,English
18191,English
14474,English
773,English
16429,English
19999,English
126090,Bosnian
36576,English
33005,English
36762,English
19676,English
10308,German
34380,English
19972,English
21631,English
35955,English
41214,English
1164,English
71282,English
72881,English
9520,English
42839,English
32740,Hindi
13141,English
31915,English
45817,English
43838,English
31463,English
39083,English
11554,Chinese
25305,English
35199,English
15383,French
47850,Italian
9072,English
43903,English
43600,English
73907,English
27716,English
54111,Korean
9727,English
14120,English
76344,English
42636,English
9297,English
26826,English
81312,Polish
5070,French
13802,English
43778,Spanish
326,English
512,English
9718,English
1593,English
1852,English
1262,English
43610,English
126781,English
47758,English
13338,English
82,English
14963,English
9921,English
36342,English
51043,English
24164,Italian
1986,French
31152,English
1402,English
2805,Thai
9293,English
9906,English
84956,German
35075,Danish
55587,German
43597,English
47880,English
31032,Romanian
51857,Spanish
42479,English
145899,English
43542,English
1948,English
148,English
9951,English
77221,English
77250,English
52452,English
31979,English
5289,English
9782,English
9907,English
42501,French
27203,English
63618,English
35921,English
15696,English
19017,English
42756,English
37929,English
9762,English
14113,English
15049,French
86604,English
21712,Japanese
15414,English
7859,English
16998,French
25645,Chinese
58311,Chinese
18672,Chinese
39776,Chinese
11559,English
31513,English
10348,Chinese
26718,English
1023,Danish
59964,English
71436,English
2168,English
10118,English
9788,English
14174,English
11689,Italian
39797,English
39749,Swedish
14893,Danish
33813,English
1540,English
26502,English
57840,English
1491,English
34233,English
33792,English
51601,English
1165,English
7291,French
9988,English
24115,English
11652,English
13816,English
34006,English
22238,Hebrew
4913,English
63848,English
43006,English
19072,English
44892,English
15265,English
25599,English
11227,French
29589,English
33810,English
43841,English
41937,Italian
64499,Italian
24055,English
14597,English
40769,English
9708,English
14351,English
9813,English
27453,English
39382,English
271,Swedish
35327,English
49940,Swedish
22471,Swedish
1116,English
29966,English
43231,Italian
41508,Hungarian
61564,English
50070,English
37628,Spanish
55343,English
5072,English
2566,French
1249,English
9954,English
43829,English
171771,English
7511,English
32687,French
14057,English
13075,English
24916,Chinese
7512,English
1776,English
1963,Korean
58905,English
10846,Italian
32969,English
1381,English
15097,English
34068,English
43837,English
15374,English
15242,English
125759,English
300,French
31148,English
16411,Chinese
44046,English
52859,English
76117,English
9676,English
6948,English
15213,English
9766,English
32761,German
12249,English
34127,English
390,Portuguese
66487,English
1595,English
1622,French
15742,Hungarian
161277,English
43410,Hindi
5726,English
1666,English
5721,English
41758,English
51079,English
43122,English
1579,English
119907,English
65488,English
9664,English
12094,English
1717,English
15624,English
15997,English
47190,Russian
2753,Dutch
496,English
40862,English
1417,Spanish
24751,English
4643,English
7484,English
9842,English
36249,English
111642,English
27275,Turkish
1422,English
10781,English
9794,English
9978,English
30025,English
14812,Norwegian Bokmål
164687,English
8332,German
3593,English
7510,English
28115,English
28297,English
16548,English
1975,English
9895,English
8975,English
9672,English
15005,English
39183,English
42236,Italian
52360,English
98498,English
46774,Russian
86,German
78479,Finnish
10070,English
13209,Persian
1440,English
13364,English
43847,English
28932,English
18925,English
77198,English
1523,English
14201,English
1378,English
49481,English
9693,English
1124,English
3683,English
14012,English
43673,English
4285,German
14097,Russian
59500,Finnish
78507,German
8194,English
5890,Japanese
6077,French
214,English
1123,English
21173,English
50573,English
36922,German
43071,French
59087,English
14620,English
43884,English
80427,Chinese
21156,Czech
11619,English
1427,English
23030,English
13767,English
19109,English
33218,English
144541,English
24553,French
21057,Japanese
68736,English
67880,English
35561,English
60567,Bangla
4928,English
27295,English
55831,English
12486,English
20785,English
9726,English
2152,English
36215,Japanese
61650,English
10093,English
14799,English
29044,English
13542,English
21710,English
8588,English
36557,English
9836,English
9809,English
7551,English
10741,English
9969,English
2357,English
1581,English
21600,English
57977,English
313,English
7873,English
14823,English
27387,English
8324,English
29415,French
27019,French
85505,English
42822,English
5698,English
36265,Spanish
2179,English
39219,English
47156,English
15152,French
14457,English
76211,English
38450,English
15804,Chinese
14978,English
2447,English
10032,English
9796,English
1372,English
22440,English
39554,English
17604,English
15077,English
18147,English
54910,English
9986,English
2486,English
1246,English
43970,Persian
18615,English
40574,English
13210,English
25060,English
12795,English
11653,Chinese
16066,English
95797,English
77966,English
55819,English
46948,English
97519,Spanish
43791,English
82944,English
14202,English
11170,English
12924,Japanese
30060,English
1247,English
1125,English
8436,French
14277,English
11214,German
33583,Italian
1646,English
58923,English
47143,French
7736,German
1730,English
42241,Latin
20537,English
12812,French
8618,English
1259,English
20842,English
10908,English
34943,English
27067,French
9053,English
1494,Chinese
13318,Norwegian
10462,English
182,English
31048,English
1251,English
43512,English
9656,English
5393,English
14171,English
14396,English
1931,English
13967,English
9992,English
16371,Korean
19344,English
8275,English
79767,English
2433,French
2204,German
42567,English
26518,English
14449,Chinese
13771,English
33375,Hindi
10810,Spanish
1773,English
11578,French
11972,Italian
38025,English
27095,French
31325,English
4283,English
7457,English
8398,English
13551,English
36878,French
19166,English
43470,English
3549,Danish
25648,Korean
11225,Hungarian
6166,English
19629,English
12183,English
56705,English
27337,Japanese
78318,English
37952,Greek
46919,Czech
1265,English
14137,English
15689,English
27432,English
36877,French
14891,English
12547,English
25623,Japanese
13140,English
13365,English
10758,English
26594,English
22473,English
51863,English
50754,English
74126,Japanese
16138,Korean
13668,English
7516,English
10075,English
9760,English
9966,English
1257,English
1248,English
9757,English
56165,English
90560,Japanese
5206,Danish
14761,English
1252,English
2062,English
11650,English
12580,Japanese
40641,French
23544,English
2266,French
5172,English
15962,Danish
9965,English
13127,Chinese
34866,English
37725,English
40973,English
63460,English
13517,English
22105,English
2016,French
3024,English
47200,English
17266,English
9828,English
34038,English
71506,English
74581,Japanese
9958,English
1250,English
4169,English
16555,English
11172,English
3594,English
10090,English
7874,English
14845,English
29965,English
13916,English
52920,Polish
48215,Japanese
22485,English
13393,Turkish
12271,English
40394,Italian
17919,English
13185,English
26655,English
42630,English
22172,English
42721,Japanese
27523,Italian
28955,English
27313,English
4638,English
68979,English
11841,Chinese
28261,English
83980,English
94393,English
9695,English
24653,Italian
1993,Italian
28710,Spanish
28438,English
97548,Spanish
11945,Swedish
12554,English
26598,English
5691,Italian
6443,German
1738,English
1253,English
38021,French
15325,English
34389,English
15163,English
14375,English
10845,English
31659,English
15582,English
42999,Italian
31015,English
1949,English
11330,Danish
99259,Finnish
10942,English
7006,English
27040,English
11199,English
41393,English
9784,English
25530,English
36610,Spanish
50812,English
27864,English
8965,English
14710,English
14624,English
1271,English
10790,English
18019,English
64142,English
61648,English
14055,English
2267,English
6691,French
1255,Korean
47249,English
49709,Hebrew
31040,English
50185,English
25105,English
2977,English
15664,English
25062,English
16727,English
5413,English
46916,Japanese
52679,English
14434,English
27919,English
47837,English
11494,English
19936,English
9963,English
14001,English
2355,English
16385,English
7485,English
9793,English
1273,English
17388,English
4657,English
42595,Italian
19495,English
27263,English
10051,French
9075,Dutch
20527,Japanese
8199,English
37513,Japanese
43976,Persian
43974,Persian
83346,English
30081,English
17677,English
56474,Romanian
42066,English
11958,French
192675,English
5177,English
20122,Hungarian
33673,English
297853,English
18437,English
38432,English
8270,English
9955,English
16201,English
57241,Swedish
10172,English
1683,English
10107,English
1267,English
16018,English
22311,Italian
13249,English
175027,English
1272,English
23024,English
1590,English
32390,French
9903,English
28433,English
22549,Greek
10798,French
47848,Italian
102227,Japanese
13377,English
14945,Japanese
11515,English
7183,English
8271,English
1534,English
13158,English
118536,English
23397,English
35838,Spanish
20405,English
18777,English
16392,English
17422,Chinese
63951,English
32627,English
1407,French
81309,English
15534,English
30694,English
1441,English
6145,English
9843,English
54659,Korean
48994,English
18767,Chinese
10294,English
32623,English
1987,German
13067,English
10111,English
30307,English
1268,English
185158,English
21810,English
9785,English
13280,English
14636,English
559,English
1950,English
13352,English
28304,English
20553,English
24397,English
20525,Japanese
13894,English
38907,Romanian
18549,English
37933,Japanese
20025,English
14240,English
13574,English
13569,English
49081,French
17439,English
13171,English
16447,Korean
4977,Japanese
15008,English
31866,English
46875,English
27904,Thai
11705,English
19947,English
43969,Persian
2269,Russian
11798,English
28772,Chinese
1919,English
4964,English
2976,English
8421,English
41380,Chinese
1562,English
13159,English
14547,English
11205,Chinese
36676,English
38077,English
10004,English
43618,Japanese
43397,English
25395,English
810,English
5723,English
285,English
12526,English
3432,English
1872,English
15568,English
14208,English
14207,English
24200,English
50153,English
18902,English
5488,Korean
15860,Chinese
8748,English
3489,English
55823,Italian
10063,English
13979,English
12225,English
298,English
10832,French
36143,French
14064,English
13742,French
2241,German
39465,Japanese
12561,Japanese
36679,Japanese
40765,English
30574,English
37959,Japanese
18206,English
1691,English
29617,English
1990,English
170261,English
22049,English
9408,English
1979,English
14043,English
10288,English
74055,English
45664,English
1991,English
43353,English
9952,English
60400,English
32004,English
17035,English
17320,English
21427,English
17660,English
9724,English
1294,German
33294,Danish
57425,Italian
42700,English
12713,French
25875,Chinese
12543,Chinese
13120,English
34573,English
71822,French
13807,Chinese
11211,English
27138,English
85535,English
2748,Italian
54934,English
125025,English
55859,English
27464,English
122291,English
28666,English
41930,English
75350,English
77621,English
43229,English
266525,English
9815,English
12695,English
32575,English
49870,English
37985,English
42464,English
2359,English
442,Swedish
25150,English
63096,English
43836,English
1988,English
3021,English
2196,English
18425,English
19606,English
1571,English
2959,English
6022,English
2698,English
1858,English
14125,English
675,English
3563,English
40618,English
26185,English
31652,English
30443,English
18763,Chinese
13491,Swedish
11404,English
16083,English
37292,English
27683,English
13402,Chinese
19968,English
24582,English
4688,English
13337,English
27359,English
101897,English
54494,English
10857,English
81847,English
43898,English
44502,English
18632,English
32444,English
7547,English
10074,English
2270,English
757,English
15581,English
14219,English
35,English
5857,English
3638,English
6589,English
8669,English
15934,English
2503,English
14123,English
88527,Japanese
155386,Spanish
4516,French
8141,English
59995,English
14217,Japanese
54546,English
10795,French
20163,Finnish
31777,English
33916,Czech
24159,Romanian
1721,Italian
31601,English
25360,English
34588,Portuguese
40060,English
18650,Swedish
8363,English
4658,English
5956,English
6535,English
1127,Spanish
9847,English
23861,English
1393,Mongolian
2701,English
12455,French
28049,Italian
23495,English
13074,English
17274,English
17350,French
21494,French
5174,English
28742,English
9703,English
22085,English
3542,French
43750,English
9750,English
10760,English
4349,English
14223,English
13068,English
9561,English
14144,English
4858,English
10431,English
15156,English
12435,English
14877,English
2082,English
11835,English
1845,English
14229,English
13385,English
6609,English
45211,Italian
48169,Italian
13958,English
81700,English
2335,French
10961,English
22779,English
10071,English
4351,English
12994,English
42735,English
2882,French
53975,English
13501,English
6916,Italian
84242,English
1992,English
5176,English
4141,English
13173,English
14348,English
14786,English
31058,Italian
19583,English
4347,English
13529,English
13241,English
523,German
2009,Romanian
12901,English
13722,English
3469,English
4413,English
6973,English
7913,Hindi
15019,English
77210,English
4629,English
15361,English
5353,English
2252,English
63607,English
13072,English
30365,English
42170,Japanese
13754,Japanese
14284,English
20308,English
6641,English
15071,English
8414,English
10425,English
24170,French
20942,English
7737,English
13257,English
10030,English
5915,English
13680,English
4588,Chinese
14313,English
2728,English
2274,English
9038,English
7211,English
4538,English
2001,English
4517,English
4566,English
4520,English
6615,English
4513,English
5125,English
3877,English
8954,English
4771,English
10759,English
14251,English
14848,English
14930,English
9773,English
13538,English
18421,Turkish
4512,English
84972,French
37954,English
39893,English
13197,English
15048,Hebrew
14041,English
9898,English
1922,English
41044,English
84567,English
15669,English
2011,French
5708,English
5951,English
114033,English
13319,Swedish
33688,English
20646,Japanese
90374,Portuguese
18613,English
9911,English
27419,French
15667,English
14753,English
46067,English
50155,English
13066,English
27827,English
3603,English
2014,German
17202,English
663,English
9262,English
15651,English
27276,Japanese
95560,English
25476,English
48301,Chinese
29362,English
33931,English
12646,Danish
20605,Korean
14279,English
20607,Spanish
2015,Korean
28007,English
7347,Portuguese
14421,Portuguese
5718,English
5126,English
16126,English
18731,Chinese
37005,English
18442,English
42173,English
4982,English
5559,English
25755,Thai
7972,English
2013,French
6977,English
39127,English
4953,English
10520,English
26336,English
37368,English
19026,French
5123,English
16203,English
53827,English
18612,English
5817,Swedish
13363,English
43987,Korean
32726,English
4515,English
5375,English
2310,English
2284,English
6639,English
4723,English
29162,English
48267,German
16768,English
21296,English
24732,English
10251,English
15006,English
24060,English
34898,English
12555,Czech
22606,English
13561,English
13168,English
20714,Russian
11148,Spanish
46872,English
18312,English
17460,French
5876,English
4523,English
1620,English
15250,English
13474,English
8079,Hindi
13483,English
2268,English
6479,English
6477,English
7249,English
44783,English
13998,English
3902,English
18631,English
43308,English
11476,German
8272,English
13186,English
6537,Spanish
43798,English
7326,English
1874,English
55192,Japanese
33003,English
1989,English
4946,French
24123,English
28522,English
48266,French
71848,English
34424,English
25460,English
25740,English
13076,English
11600,English
35237,English
13023,English
150938,English
46902,English
10884,English
13348,English
64942,English
25784,Vietnamese
22452,English
7350,English
66110,English
26600,English
7979,English
20567,Japanese
45126,French
52473,Danish
12171,English
157373,English
71066,English
13299,Japanese
13250,English
42790,Italian
9867,English
15495,English
53896,English
14148,English
48737,Catalan
13198,English
14804,German
111744,English
36328,English
23817,English
13885,English
6637,English
12130,Chinese
7345,English
42529,Serbo-Croatian
6538,English
40682,English
440,English
6575,English
19213,English
19103,English
6076,German
9546,English
40860,Portuguese
111854,English
14047,English
1488,Chinese
14118,English
54318,English
69315,English
45871,Chinese
6023,English
26990,English
6557,English
107282,English
28363,English
17181,English
69557,English
110909,Spanish
31068,English
60141,Portuguese
32307,English
49367,Portuguese
28272,Japanese
4787,English
21847,English
33358,English
7508,Hindi
20629,Czech
10253,Korean
44434,English
5259,Hebrew
47841,English
8329,Spanish
14062,English
51992,English
49717,English
2312,English
13195,English
78705,English
30535,English
7191,English
12085,English
24624,English
4170,English
13252,English
42635,English
11908,English
15017,English
86241,English
8875,English
37780,English
18290,English
10247,English
43604,English
3575,English
28303,English
27507,English
71068,English
111747,English
32716,English
41845,Japanese
25078,Japanese
14069,Japanese
15053,English
81522,Italian
6933,English
14423,English
8090,English
7555,English
16988,English
7278,English
9030,English
14220,English
13160,English
27357,English
10834,German
13059,English
11253,English
58470,English
38007,English
8321,English
17665,English
4034,French
1479,English
2282,French
100526,English
62652,Bambara
53094,German
244145,Spanish
59474,Portuguese
19275,English
7973,Arabic
15020,English
34981,English
13054,English
18893,English
55294,English
43691,English
7839,English
77245,English
19384,English
13121,English
71072,English
46885,English
13315,Japanese
42041,Japanese
13490,English
8676,English
43705,English
12855,English
37003,English
15030,English
12167,Norwegian
28093,English
20520,English
76235,Danish
48131,English
8247,English
7992,English
14105,English
8390,English
21490,Japanese
95169,English
13641,English
113788,English
18652,English
125742,French
7461,English
8204,English
8328,English
14073,Hindi
94009,English
12650,Korean
72602,English
25919,English
15365,English
12184,English
13260,English
7942,English
36091,Japanese
117001,English
38052,English
13362,English
10844,English
21043,Spanish
23312,English
11161,English
6473,English
90387,German
33034,English
38804,English
21373,English
13493,English
7840,English
8848,English
13460,English
12222,English
8461,English
7862,German
12246,Russian
16666,English
12177,English
15511,English
13025,English
2239,English
7985,English
7343,Portuguese
28816,English
14066,English
37300,English
13016,English
10797,Danish
6391,Hebrew
14011,English
29004,Hungarian
18586,English
13196,English
3764,Japanese
14793,English
8944,English
15124,English
33166,English
45757,English
28260,English
12178,English
14054,English
8060,English
22551,English
43797,English
383,English
78307,English
12453,French
28205,Estonian
155,English
72608,English
29369,French
29907,English
46883,English
36527,English
79161,English
18070,English
14014,English
8456,English
22521,English
79156,English
42536,French
13688,Chinese
8457,English
86792,English
32579,Spanish
11534,Thai
18633,English
19333,Japanese
31409,English
13495,Spanish
27323,English
22060,English
511,Polish
7797,English
8093,English
8065,English
12890,English
15185,English
44813,English
60612,French
31421,English
24411,English
4942,English
14044,English
42143,Japanese
11483,English
36223,Japanese
25904,Czech
8988,English
7944,English
18031,English
18218,English
46982,Czech
13317,Spanish
14272,English
28705,English
35760,Hungarian
16283,Hindi
7351,English
8281,French
99339,French
8267,Spanish
13312,French
10488,English
11152,English
15260,English
18181,English
9870,English
14424,English
11918,English
1266,English
12473,English
13335,English
8827,French
12156,English
7459,English
9997,Abkhazian
28704,English
38376,French
8319,English
92299,English
1729,English
12179,English
13079,English
24701,English
28131,English
14324,English
10503,English
13007,English
9017,English
25119,English
53196,English
38163,English
13258,English
14236,English
13784,English
27918,English
28435,English
31604,English
38661,English
40044,English
40214,English
40045,English
1810,English
47120,German
7861,English
13018,English
8780,English
10886,Italian
13650,English
29291,German
13359,English
26232,English
8617,English
6967,German
1726,English
22194,Danish
10761,English
12400,English
16135,English
14000,English
43664,English
8681,English
16450,English
12198,French
14784,English
13001,English
13412,English
13162,English
13243,English
13008,English
9029,Danish
15957,Danish
8277,English
17106,English
12586,English
41648,English
3014,English
43822,English
87541,German
16042,English
2454,English
12197,Norwegian
32684,English
25527,English
17483,English
14530,English
21182,English
13191,English
38834,English
15356,English
15281,English
217,English
13534,English
50700,English
85514,English
10120,English
60676,English
22498,English
37481,English
12808,English
82437,English
43145,English
44260,English
38282,French
12245,English
10885,English
15378,English
4564,English
10665,English
10822,English
13636,English
9022,English
31512,Japanese
14103,English
9502,English
16117,English
130639,Japanese
51929,Japanese
74349,Portuguese
14050,English
14019,Dutch
15776,Danish
17221,English
37308,English
29377,English
26119,English
42358,English
50231,English
4857,French
79761,English
37626,English
48564,English
46189,English
72609,English
117044,English
114348,English
95402,English
14305,English
72445,Chinese
20017,German
45996,Chinese
10661,English
60261,Hungarian
13172,English
45791,English
9789,Italian
13848,English
51484,Chinese
3687,English
22090,English
2982,English
42657,English
45408,English
82731,English
37412,English
66180,Italian
31742,Italian
12912,English
13170,English
14748,English
15691,English
13206,English
14392,Chinese
18467,English
14882,English
8645,English
1724,English
5759,English
13405,Chinese
49258,Japanese
10681,English
8909,English
8960,English
15728,English
23676,English
1938,English
75141,English
42473,English
13993,English
11665,English
13019,English
21074,English
26354,English
22905,English
10748,English
27509,English
14949,English
78998,English
12889,English
28681,English
41850,English
85559,English
51890,Japanese
45698,Polish
26302,Russian
32263,English
27506,English
111305,English
27505,English
27504,English
64852,English
78321,French
77765,English
45512,English
43031,Bangla
13205,English
30106,English
13065,English
8359,English
13003,English
13990,English
15272,English
80659,English
10842,Japanese
72163,English
29882,English
40630,English
31658,English
14349,English
12172,English
64131,French
15125,English
8847,English
43869,English
94525,Japanese
125550,Persian
13009,English
13675,English
33588,English
16800,English
56224,English
14111,English
17479,Russian
32604,English
11631,English
20158,English
8265,French
42718,Japanese
15654,English
14634,English
14414,English
428,German
20548,English
14145,English
9010,German
13022,English
68259,Spanish
9783,English
10190,English
43487,Japanese
13353,English
16019,Hebrew
46531,English
13614,Polish
4966,Polish
88751,English
11260,English
13964,Japanese
13692,English
13910,English
10818,French
14456,English
15840,Danish
15830,Danish
25647,Korean
14898,Danish
12416,Danish
572,Norwegian
36226,German
60531,French
13021,English
16007,Japanese
158800,English
18035,English
43253,English
14820,English
6687,English
11802,English
2002,French
78527,English
12914,English
13183,English
116333,English
13255,English
14154,English
32666,English
80523,English
12247,English
22100,English
19244,English
32008,English
13012,English
12133,English
12568,English
8836,English
13259,English
14048,English
12270,English
18846,English
10898,English
13541,English
11910,English
17245,English
30112,Chinese
12192,English
70846,Japanese
16725,English
117129,Japanese
15865,Spanish
4140,English
14061,English
85685,English
43680,Russian
16700,English
167928,Finnish
1735,English
10187,English
10185,English
10183,English
31082,English
13996,English
5038,English
13851,English
19877,Japanese
46871,English
28273,Japanese
15859,Korean
31922,English
14654,French
13251,English
1661,German
41245,Korean
10189,English
12289,Chinese
45579,English
15069,English
2012,German
18056,English
18803,English
10188,English
13300,English
11671,English
63474,English
15570,English
155796,Spanish
15208,English
15662,English
22029,English
13649,English
7446,English
14878,English
12180,English
13107,English
29568,French
13256,English
13436,Thai
8885,Hebrew
13310,Swedish
12621,English
10483,English
12620,English
13579,English
10186,English
15320,English
13515,English
5592,French
13956,English
60230,English
43389,Italian
31018,English
13637,Japanese
18116,English
15661,English
13564,English
14566,English
14298,English
4944,English
13805,English
9381,English
13291,English
13991,English
22319,English
13972,English
16182,English
14771,English
43040,English
15206,Italian
8285,English
118309,English
18539,English
21335,English
12165,English
85574,English
13184,English
12818,English
27521,English
13726,French
102305,English
35854,Chinese
14075,English
22554,Finnish
18596,English
26431,English
38019,Chinese
43177,English
39368,English
3865,Spanish
13484,English
14458,English
25795,English
13389,English
13279,English
38140,English
3,Finnish
12797,English
8908,English
15822,Danish
4998,German
16456,English
3041,Spanish
71139,English
41264,Italian
24777,English
20802,English
47721,Swedish
14232,English
14098,English
14643,English
30944,English
50759,Japanese
38226,English
12690,English
12412,English
37050,Portuguese
38311,Russian
37776,English
54669,Finnish
73169,English
1984,English
38361,Russian
73920,Russian
13027,English
13092,English
25126,English
14326,English
50011,English
12182,English
14928,Hebrew
38616,English
9539,French
81296,Japanese
46492,Japanese
131805,English
13200,English
38601,English
822,Bangla
8882,Italian
42095,Japanese
13401,English
20015,Spanish
12783,English
12683,English
3097,English
15981,Japanese
41666,English
14976,English
12113,English
13600,English
10078,English
30266,English
11874,Italian
19566,English
13051,English
39816,English
10358,English
10523,English
13596,English
56942,English
71206,Italian
4960,English
120481,English
32620,English
12837,English
14914,English
13948,English
25142,Russian
7735,German
14791,English
76406,English
101929,Japanese
2397,English
12689,English
15935,English
15450,English
25741,English
13812,English
108634,Japanese
27361,French
225614,Japanese
13489,English
13150,English
13414,English
14325,English
41474,Japanese
41477,Japanese
16068,English
15289,English
56295,Thai
13809,English
34100,English
11887,English
41073,English
83683,English
59403,English
69299,English
13253,English
114796,English
17800,English
30977,English
10527,English
13506,Russian
53772,English
8338,English
3580,English
36073,Japanese
20766,English
12405,English
10764,English
18548,English
4701,English
15373,English
120828,English
173634,English
8938,Korean
16061,Japanese
73059,Bosnian
16166,Finnish
2588,Spanish
13672,French
47184,Japanese
158959,German
44283,English
42884,English
215471,English
13516,English
14943,Japanese
19147,Portuguese
96395,English
52561,English
42664,English
4627,German
43052,English
21501,Finnish
16882,Korean
127257,Spanish
49355,Japanese
13655,English
13905,English
11917,English
8892,French
12525,English
82519,English
13523,English
14655,English
15749,English
22358,Russian
14405,English
43985,Kurdish
20065,English
14089,English
208385,English
84050,English
9999,German
17099,Japanese
58570,Chinese
29452,Japanese
125749,English
111759,English
8905,Turkish
3520,Italian
43372,Italian
88435,Japanese
77650,English
17704,English
36571,English
36572,English
37327,English
28684,English
8841,French
54615,English
13220,English
16509,English
34867,English
10565,German
6972,English
13053,English
32862,English
10139,English
29320,English
8966,English
16342,English
13387,English
12193,English
14574,English
10900,English
56256,Romanian
14438,English
14248,English
20919,English
12224,English
10360,English
14299,English
13056,English
15026,English
13793,English
35790,Bangla
38831,Russian
45838,English
13394,English
2574,French
72495,German
34283,English
114390,English
85844,Japanese
14447,English
17157,English
1964,German
44626,English
65502,English
17912,English
43962,English
28148,English
93260,English
109539,English
116973,English
74485,English
174122,English
200311,English
10200,English
8881,English
8880,English
11127,English
18117,English
109711,English
18926,English
86782,English
25852,English
39407,English
39409,English
37584,English
14359,English
19486,Japanese
126754,English
13223,English
11499,English
8055,English
3054,English
14072,Hindi
20542,English
12449,French
5816,Dutch
13980,Japanese
8276,French
61751,English
11321,English
52615,English
41966,English
89453,English
120862,English
42655,Russian
12163,English
14772,English
27991,English
87894,English
9050,Chinese
86082,Hebrew
79090,English
47499,French
60488,English
111302,English
112912,English
80616,English
2694,Chinese
39558,English
36573,English
4922,English
159849,English
10201,English
75686,English
297983,English
2253,English
14422,English
40873,English
38142,Japanese
34812,English
16268,English
15033,English
14806,English
51817,Serbian
84397,English
59158,English
105371,English
6936,Dutch
13954,English
13406,English
14357,Swedish
185156,English
10202,English
28564,English
23604,English
13973,English
4148,English
194113,English
51247,English
17845,Dutch
13827,English
362026,English
15676,English
15584,English
13971,English
89573,English
13813,English
13180,English
42366,English
14306,English
8049,French
20028,English
141971,Finnish
31047,English
8927,Swedish
12429,Japanese
53519,English
53518,English
70191,English
51808,French
18151,English
28256,English
16205,English
15331,French
17287,English
50988,Finnish
113916,English
29741,English
29262,Portuguese
9795,English
87790,English
26758,English
25528,English
8942,English
13690,English
16409,English
113921,English
14756,Chinese
27244,English
35945,English
54406,English
10596,English
60547,English
368955,English
49256,English
86084,English
13944,English
10199,English
10521,English
26235,English
13635,French
14435,English
21966,Japanese
52886,English
37373,English
170094,English
260528,Western Frisian
13177,English
34696,English
221861,English
114403,English
14139,Spanish
16999,English
8280,French
125705,English
36746,English
36402,Polish
317,Bosnian
12437,English
2309,English
86363,English
60542,English
162865,English
47658,English
31688,Latvian
14076,English
13942,English
18543,English
21029,English
50307,English
49511,English
27440,English
13825,English
250093,English
15227,English
14560,English
14410,English
13788,English
13429,English
6733,German
14871,English
35077,English
14353,English
27447,English
14254,English
16137,French
17803,English
101838,Finnish
214436,English
14549,English
80193,English
169869,English
56816,English
38205,Finnish
168261,Finnish
10529,English
75880,English
160783,English
58782,English
62753,English
417285,Spanish
14582,English
46595,German
50318,English
253116,English
94533,English
44052,English
63938,Finnish
1977,English
46725,English
13510,English
15554,English
14836,English
48350,English
97915,English
15003,Thai
24194,English
14851,English
13455,English
4959,English
10362,English
10184,English
16170,Icelandic
14849,English
36764,Finnish
111459,English
37309,English
131729,English
52105,English
60539,English
28196,English
1560,Greek
